Case Number,Incident Datetime,Incident ID,Incident Type Primary,Incident Description,Parent Incident Type,Hour of Day,Day of Week,Address,City,State,Location,Latitude,Longitude,Created At,updated_at,zip_code,neighborhood,Council District,Council District 2011,Census Tract,Census Block Group,Census Block,2010 Census Tract ,2010 Census Block Group,2010 Census Block,Police District,TRACTCE20,GEOID20_tract,GEOID20_blockgroup,GEOID20_block
16-2071104,07/25/2016 10:36:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,22,Monday,200 Block VERMONT ST,Buffalo,NY,POINT (-78.889 42.907),42.907,-78.889,,,14213,West Side,NIAGARA,NIAGARA,69.03,1,1002,69.02,1,1002,District B,006903,36029006903,360290001101,360290001101002
13-1871135,07/06/2013 10:31:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,22,Saturday,1 Block NORWAY PKWY,Buffalo,NY,POINT (-78.847 42.904),42.904,-78.847,,,14208,Masten Park,ELLICOTT,ELLICOTT,33.02,2,2013,33.02,2,2015,District C,003302,36029003302,360290001102,360290165002013
13-0840614,03/25/2013 05:29:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,17,Monday,100 Block RUHLAND AV,Buffalo,NY,POINT (-78.826 42.903),42.903,-78.826,,,14211,Genesee-Moselle,FILLMORE,FILLMORE,28.02,1,1011,28,1,1004,District C,002802,36029002802,360290001101,360290035011011
14-0880344,03/29/2014 12:00:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,0,Saturday,1 Block C ST,Buffalo,NY,POINT (-78.838 42.899),42.899,-78.838,,,14211,Broadway Fillmore,ELLICOTT,FILLMORE,27.03,1,1006,27.02,2,2006,District C,002703,36029002703,360290001101,360290035021006
17-3070063,11/03/2017 12:00:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,0,Friday,ELMWOOD AV & ALLEN ST,Buffalo,NY,POINT (-78.877 42.899),42.899,-78.877,11/04/2017 06:05:00 AM,,14201,Allentown,FILLMORE,FILLMORE,68.02,3,3004,68,4,4003,District B,006802,36029006802,360290001103,360290001103004
13-1130974,04/23/2013 11:02:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,23,Tuesday,300 Block PARKDALE AV,Buffalo,NY,POINT (-78.888 42.924),42.924,-78.888,,,14213,Upper West Side,NIAGARA,NIAGARA,171,3,3005,171,3,3005,District D,017100,36029017100,360290001103,360290034003005
12-1750776,06/23/2012 05:11:00 AM,,CRIM NEGLIGENT HOMICIDE,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,5,Saturday,100 Block MILLICENT AV,Buffalo,NY,POINT (-78.807 42.935),42.935,-78.807,,,14215,Kensington-Bailey,UNIVERSITY,UNIVERSITY,44.01,3,3005,44.01,3,3005,District E,004401,36029004401,360290001103,360290034003005
19-1820794,07/01/2019 06:05:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,18,Monday,1 Block FREUND ST,Buffalo,NY,POINT (-78.802 42.919),42.919,-78.802,,,14211,Schiller Park,LOVEJOY,LOVEJOY,38,1,1002,38,1,1002,District E,003800,36029003800,360290001101,360290001101002
14-2240607,08/12/2014 12:00:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,0,Tuesday,1 Block ROOSEVELT AV,Buffalo,NY,POINT (-78.81 42.934),42.934,-78.81,,,14215,Kensington-Bailey,UNIVERSITY,UNIVERSITY,44.01,2,2008,44.01,2,2008,District E,004401,36029004401,360290001102,360290163002008
13-2111040,07/30/2013 09:40:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,21,Tuesday,FILLMORE AV & A ST,Buffalo,NY,POINT (-78.839 42.901),42.901,-78.839,,,14211,Broadway Fillmore,ELLICOTT,FILLMORE,166,2,2005,166,2,2006,District C,016600,36029016600,360290001102,360290011002005
12-1790518,06/27/2012 03:22:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,15,Wednesday,100 Block GOEMBLE AV,Buffalo,NY,POINT (-78.816 42.908),42.908,-78.816,,,14211,Genesee-Moselle,LOVEJOY,LOVEJOY,29,2,2006,29,2,2006,District C,002900,36029002900,360290001102,360290163002006
18-3310895,11/27/2018 10:36:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,22,Tuesday,1 Block EDSON ST,Buffalo,NY,POINT (-78.803 42.85),42.85,-78.803,11/28/2018 11:04:00 AM,,14210,Seneca-Cazenovia,SOUTH,SOUTH,10,1,1004,10,1,1006,District A,001000,36029001000,360290001101,360290055001004
18-1521110,06/01/2018 09:43:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,21,Friday,1 Block STANLEY ST,Buffalo,NY,POINT (-78.812 42.892),42.892,-78.812,,,14206,Lovejoy,LOVEJOY,LOVEJOY,24,3,3010,24,5,5012,District C,002400,36029002400,360290001103,360290061003010
16-2460220,09/02/2016 08:14:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,8,Friday,200 Block OAKMONT AV,Buffalo,NY,POINT (-78.806 42.933),42.933,-78.806,,,14215,Kenfield,UNIVERSITY,UNIVERSITY,44.02,1,1002,44.02,1,1001,District E,004402,36029004402,360290001101,360290001101002
15-2810152,10/08/2015 07:55:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,7,Thursday,1 Block IVY ST,Buffalo,NY,POINT (-78.826 42.904),42.904,-78.826,10/10/2015 06:07:00 AM,,14211,Genesee-Moselle,ELLICOTT,FILLMORE,29,4,4002,29,4,4002,District C,002900,36029002900,360290002004,360290002004002
18-1070016,04/17/2018 12:00:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,0,Tuesday,400 Block BEST ST,Buffalo,NY,POINT (-78.851 42.904),42.904,-78.851,,,14208,Masten Park,ELLICOTT,ELLICOTT,33.02,4,4003,33.02,4,4003,District C,003302,36029003302,360290002004,360290002004003
16-1870136,07/05/2016 01:06:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,1,Tuesday,1 Block STRAUSS,Buffalo,NY,POINT (-78.841 42.893),42.893,-78.841,,,14212,Broadway Fillmore,FILLMORE,FILLMORE,166,1,1001,166,1,1001,District C,016600,36029016600,360290001101,360290019001001
16-0290755,01/29/2016 08:30:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,20,Friday,1 Block CURRY WK,Buffalo,NY,POINT (-78.855 42.884),42.884,-78.855,,,14204,Pratt-Willert,ELLICOTT,ELLICOTT,14.04,1,1002,14.02,2,2003,District B,001404,36029001404,360290001101,360290001101002
18-2490170,09/06/2018 06:58:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,6,Thursday,100 Block 10TH ST,Buffalo,NY,POINT (-78.883 42.896),42.896,-78.883,,,14201,Lower West Side,FILLMORE,ELLICOTT,71.04,2,2002,71.01,3,3002,District B,007104,36029007104,360290001102,360290035022002
13-1320105,05/12/2013 01:51:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,1,Sunday,300 Block WILLIAM ST,Buffalo,NY,POINT (-78.858 42.885),42.885,-78.858,,,14204,Pratt-Willert,ELLICOTT,ELLICOTT,14.04,2,2003,14.02,4,4004,District B,001404,36029001404,360290001102,360290170002003
16-2350634,08/22/2016 04:58:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,16,Monday,300 Block PLYMOUTH AV,Buffalo,NY,POINT (-78.891 42.908),42.908,-78.891,,,14213,West Side,NIAGARA,NIAGARA,69.01,2,2004,69.01,2,2005,District B,006901,36029006901,360290001102,360290165002004
18-2720014,09/29/2018 12:00:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,0,Saturday,1 Block LISBON AV,Buffalo,NY,POINT (-78.826 42.949),42.949,-78.826,,,14214,University Heights,UNIVERSITY,UNIVERSITY,47.02,3,3003,47,5,5005,District E,004702,36029004702,360290001103,360290054003003
13-2740999,10/01/2013 10:24:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,22,Tuesday,600 Block RILEY ST,Buffalo,NY,POINT (-78.841 42.909),42.909,-78.841,10/03/2013 06:02:00 AM,,14211,MLK Park,ELLICOTT,ELLICOTT,35.02,2,2006,35,4,4012,District C,003502,36029003502,360290001102,360290163002006
19-1290710,05/01/2019 12:01:00 PM,,CRIM NEGLIGENT HOMICIDE,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,12,Wednesday,200 Block STRAUSS ST,Buffalo,NY,POINT (-78.842 42.901),42.901,-78.842,,,14211,Broadway Fillmore,ELLICOTT,FILLMORE,166,2,2003,166,2,2003,District C,016600,36029016600,360290001102,360290170002003
18-2490171,09/06/2018 06:59:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,6,Thursday,100 Block 10TH ST,Buffalo,NY,POINT (-78.883 42.896),42.896,-78.883,,,14201,Lower West Side,FILLMORE,ELLICOTT,71.04,2,2002,71.01,3,3002,District B,007104,36029007104,360290001102,360290035022002
17-2830201,10/09/2017 12:00:00 PM,,CRIM NEGLIGENT HOMICIDE,CRIM NEGLIGENT HOMICIDE,Homicide,12,Monday,800 Block NIAGARA ST,Buffalo,NY,POINT (-78.897 42.906),42.906,-78.897,10/11/2017 06:05:00 AM,,14213,West Side,NIAGARA,NIAGARA,70,1,1009,70,1,1009,District B,007000,36029007000,360290001101,360290002001009
12-3620223,12/27/2012 08:03:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,8,Thursday,1 Block MOHR ST,Buffalo,NY,POINT (-78.827 42.893),42.893,-78.827,,,14212,Broadway Fillmore,FILLMORE,FILLMORE,16.01,1,1019,16,2,2002,District C,001601,36029001601,360290001101,360290165001019
12-2791022,10/05/2012 11:33:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,23,Friday,WOODLAWN AV & HUMBOLDT PW,Buffalo,NY,POINT (-78.843 42.914),42.914,-78.843,10/10/2012 06:00:00 AM,,14211,MLK Park,MASTEN,MASTEN,35.02,1,1002,35,2,2004,District C,003502,36029003502,360290001101,360290001101002
18-1830018,07/02/2018 12:34:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,0,Monday,200 Block GRAPE ST,Buffalo,NY,POINT (-78.856 42.903),42.903,-78.856,,,14204,Fruit Belt,ELLICOTT,ELLICOTT,31,2,2001,31,2,2001,District B,003100,36029003100,360290001102,360290033022001
15-2440617,09/01/2015 03:14:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,15,Tuesday,1000 Block BROADWAY,Buffalo,NY,POINT (-78.836 42.894),42.894,-78.836,,,14212,Broadway Fillmore,FILLMORE,FILLMORE,27.03,1,1014,27.02,4,4006,District C,002703,36029002703,360290001101,360290165001014
15-2990446,10/26/2015 01:15:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,13,Monday,1000 Block BROADWAY,Buffalo,NY,POINT (-78.836 42.894),42.894,-78.836,10/28/2015 03:54:00 AM,,14212,Broadway Fillmore,FILLMORE,FILLMORE,16.02,1,1001,16,4,4001,District C,001602,36029001602,360290001101,360290019001001
17-1321032,05/12/2017 10:26:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,22,Friday,1400 Block E DELAVAN AV,Buffalo,NY,POINT (-78.802 42.923),42.923,-78.802,,,14215,Kenfield,UNIVERSITY,UNIVERSITY,41,4,4000,41,4,4000,District E,004100,36029004100,360290002004,360290002004000
